caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,term,naturalCourt,chief,docket,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
1968-110,1968-110-01,1968-110-01-01,1968-110-01-01-01,6/2/1969,1,1968,1411,Warren,748,3/5/1969,,126,,28,9,1,,,0,302,9,300,9,0,6,2,1,1,2,0,0,0,0,10040,1,1,0,3,7,2,210,,90,90,1,5,3
1968-111,1968-111-01,1968-111-01-01,1968-111-01-01-01,6/2/1969,1,1968,1411,Warren,798,4/28/1969,,27,,21,1,1,117,1,0,41,,25,,1,12,10,1,1,4,0,1,0,0,20050,2,2,0,3,,,,,78,90,1,8,0
1968-112,1968-112-01,1968-112-01-01,1968-112-01-01-01,6/2/1969,1,1968,1411,Warren,642,3/4/1969,,126,,28,1,1,,,0,302,1,300,1,1,12,2,1,1,3,0,1,0,0,10030,1,2,0,3,,2,230,,81,90,1,6,2
1968-113,1968-113-01,1968-113-01-01,1968-113-01-01-01,6/2/1969,1,1968,1411,Warren,750,4/23/1969,,100,,28,6,1,,,0,302,6,301,6,0,11,2,1,1,2,0,0,0,0,10270,1,1,0,7,3,5,505,,81,78,1,5,3
1968-114,1968-114-01,1968-114-01-01,1968-114-01-01-01,6/2/1969,1,1968,1411,Warren,646,1/23/1969,,186,,27,,1,,,0,110,,23,,0,12,2,1,2,3,0,1,0,0,20240,2,2,0,4,,3,377,,81,90,1,5,3
1968-115,1968-115-01,1968-115-01-01,1968-115-01-01-01,6/2/1969,1,1968,1411,Warren,701,4/23/1969,,5,38,27,,2,,,1,55,,55,,1,,,2,1,2,0,0,0,0,20020,2,2,0,4,,3,378,,91,90,1,7,1
1968-116,1968-116-01,1968-116-01-01,1968-116-01-01-01,6/2/1969,1,1968,1411,Warren,488,3/24/1969,,222,,109,,1,,,0,46,,28,,1,13,2,1,1,3,0,1,0,0,20040,2,2,0,4,,3,381,,92,90,1,7,1
1968-117,1968-117-01,1968-117-01-01,1968-117-01-01-01,6/2/1969,1,1968,1411,Warren,574,4/22/1969,,27,,240,,1,69,,0,3,,3,,1,3,3,1,1,4,0,1,0,0,120010,12,2,0,5,4,3,345,,98,90,1,6,1
1968-118,1968-118-01,1968-118-01-01,1968-118-01-01-01,6/2/1969,1,1968,1411,Warren,749,3/26/1969,,126,,27,,1,,,0,50,,29,,0,2,2,1,1,4,0,1,0,1,10020,1,2,0,4,3,3,341,,98,90,1,7,1
1968-119,1968-119-01,1968-119-01-01,1968-119-01-01-01,6/9/1969,1,1968,1411,Warren,130,4/24/1969,,138,,135,,1,,,0,302,58,300,58,0,12,2,1,3,3,0,1,0,0,20100,2,2,0,2,,2,230,,81,90,1,7,1
1968-120,1968-120-01,1968-120-01-01,1968-120-01-01-01,6/9/1969,1,1968,1411,Warren,436,2/25/1969,,145,,171,,1,,,0,75,,25,,0,12,2,1,1,4,0,1,0,0,80050,8,2,0,4,,6,600,46 U.S.C. § 761,95,90,1,8,0
1968-121,1968-121-01,1968-121-01-01,1968-121-01-01-01,6/9/1969,1,1968,1411,Warren,2,4/2/1969,,221,,338,,1,38,,0,32,,32,,0,12,2,2,1,2,0,0,0,0,30010,3,2,0,5,1,2,200,,95,90,1,7,0
1968-122,1968-122-01,1968-122-01-01,1968-122-01-01-01,6/9/1969,1,1968,1411,Warren,228,4/22/1969,,19,60,215,,1,,,0,72,,30,,0,2,3,1,1,5,0,1,0,0,90090,9,2,0,4,,6,600,28 U.S.C. § 1442,98,90,1,8,0
1968-123,1968-123-01,1968-123-01-01,1968-123-01-01-01,6/9/1969,7,1968,1411,Warren,548,3/25/1969,,247,,19,22,2,,,1,75,,75,,0,,,1,1,4,0,1,0,0,90210,9,2,0,3,,,,,98,90,1,5,3
1968-124,1968-124-01,1968-124-01-01,1968-124-01-01-01,6/9/1969,6,1968,1411,Warren,492,2/27/1969,,218,,28,41,2,,,0,302,41,300,41,0,,9,1,3,3,0,1,1,0,30010,3,2,0,2,,2,200,,,90,1,8,0
1968-125,1968-125-01,1968-125-01-01,1968-125-01-01-01,6/9/1969,6,1968,1411,Warren,841,4/1/1969,,213,,3,42,1,,,0,302,42,300,42,0,12,2,1,1,4,0,1,0,0,20370,2,2,0,2,,2,231,,,90,1,8,0
1968-126,1968-126-01,1968-126-01-01,1968-126-01-01-01,6/16/1969,1,1968,1411,Warren,776,4/29/1969,,4,52,198,,2,,,0,123,,123,,0,,,1,1,5,0,1,0,0,90340,9,2,0,4,3,4,403,,90,90,1,4,2
1968-127,1968-127-01,1968-127-01-01,1968-127-01-01-01,6/16/1969,1,1968,1411,Warren,138,4/24/1969,,211,,14,,1,,,0,55,,32,,0,12,2,1,1,7,0,1,0,0,90130,9,2,0,1,,1,106,,90,90,1,7,1
1968-128,1968-128-01,1968-128-01-01,1968-128-01-01-01,6/16/1969,1,1968,1411,Warren,573,3/26/1969,,382,,151,,1,82,,0,24,,24,,0,11,6,1,1,4,0,1,0,0,70070,7,2,0,5,4,3,356,,90,90,1,8,0
1968-129,1968-129-01,1968-129-01-01,1968-129-01-01-01,6/16/1969,1,1968,1411,Warren,258,1/16/1969,,251,,21,37,2,,,1,94,,94,,1,,,1,3,4,0,1,0,0,20010,2,2,0,2,,2,231,,90,90,1,5,3
1968-130,1968-130-01,1968-130-01-01,1968-130-01-01-01,6/16/1969,1,1968,1411,Warren,624,4/22/1969,,141,,198,,1,,,0,108,,29,,0,11,3,1,1,4,0,1,0,0,80010,8,2,0,4,,3,364,,78,90,1,5,2
1968-131,1968-131-01,1968-131-01-01,1968-131-01-01-01,6/16/1969,1,1968,1411,Warren,56,11/20/1968,,103,,172,,1,,,0,302,6,300,6,0,11,3,2,1,5,0,1,1,1,80180,8,1,0,7,,5,507,,91,91,1,5,3
1968-132,1968-132-01,1968-132-01-01,1968-132-01-01-01,6/16/1969,1,1968,1411,Warren,830,4/24/1969,,186,,303,,1,,,0,93,,30,,0,11,3,2,1,2,0,0,0,0,90130,9,2,0,3,,3,377,,91,90,1,7,0
1968-133,1968-133-01,1968-133-01-01,1968-133-01-01-01,6/16/1969,6,1968,1411,Warren,705,4/24/1969,,251,,3,22,2,,,1,75,,75,,1,,,1,3,4,0,1,0,0,20010,2,2,0,2,,2,231,,,90,1,8,0
1968-134,1968-134-01,1968-134-01-01,1968-134-01-01-01,6/16/1969,6,1968,1411,Warren,670,4/23/1969,,100,,28,6,1,,,0,302,6,301,6,0,12,2,1,1,9,0,0,0,0,90380,9,1,0,4,,6,600,28 U.S.C. § 1257,,90,1,8,0
1968-135,1968-135-01,1968-135-01-01,1968-135-01-01-01,6/23/1969,1,1968,1411,Warren,413,2/24/1969,,28,38,126,,1,,,0,98,,24,,0,2,2,2,1,2,0,0,0,0,10170,1,2,0,2,,2,206,,94,90,1,6,2
1968-136,1968-136-01,1968-136-01-01,1968-136-01-01-01,6/23/1969,1,1968,1411,Warren,770,3/27/1969,,110,,28,6,1,,,0,302,6,300,6,0,11,2,1,1,3,0,1,1,0,10050,1,2,0,2,,2,205,,94,90,1,6,2
1968-137,1968-137-01,1968-137-01-01,1968-137-01-01-01,6/23/1969,1,1968,1411,Warren,201,3/24/1969,,100,,28,25,1,,,0,302,25,301,25,0,12,2,1,1,4,0,1,1,0,10170,1,2,0,2,7,2,206,,98,90,1,6,2
1968-138,1968-138-01,1968-138-01-01,1968-138-01-01-01,6/23/1969,2,1968,1411,Warren,837,,,110,,28,35,1,,,0,302,35,301,35,0,12,2,1,1,4,0,1,0,0,10050,1,2,0,2,,2,205,,,90,1,6,2
1968-139,1968-139-01,1968-139-01-01,1968-139-01-01-01,6/23/1969,2,1968,1411,Warren,540 M,,,100,,28,6,1,,,0,302,6,301,6,0,12,2,1,1,4,0,1,0,0,10050,1,2,0,2,,2,205,,,90,1,6,2
1968-140,1968-140-01,1968-140-01-01,1968-140-01-01-01,6/23/1969,2,1968,1411,Warren,996 M,,,138,,135,,2,,,0,93,,93,,0,,,1,1,9,0,0,0,0,20100,2,1,0,3,,,,,,90,1,6,2
1969-001,1969-001-01,1969-001-01-01,1969-001-01-01-01,10/27/1969,2,1969,1501,Burger,419,,,238,,198,,1,,,0,50,,29,,0,11,2,1,1,3,0,1,0,0,80010,8,2,0,7,,,,,,99,1,6,0
1969-002,1969-002-01,1969-002-01-01,1969-002-01-01-01,10/29/1969,6,1969,1501,Burger,632,10/23/1969,,222,,21,29,1,62,,0,85,,25,,0,12,9,1,1,5,0,1,0,0,20050,2,2,0,7,,,,,,99,1,8,0
1969-003,1969-003-01,1969-003-01-01,1969-003-01-01-01,11/12/1969,6,1969,1501,Burger,15,10/13/1969,,175,,28,32,2,,,0,302,32,300,32,1,,2,1,1,9,0,0,0,0,10040,1,1,0,7,,5,501,,,99,1,6,2
1969-004,1969-004-01,1969-004-01-01,1969-004-01-01-01,11/24/1969,6,1969,1501,Burger,31,10/22/1969,,211,,28,41,2,,,0,302,41,300,41,0,,2,1,1,5,0,0,0,0,20030,2,1,0,1,,1,139,,,99,1,8,0
1969-005,1969-005-01,1969-005-01-01,1969-005-01-01-01,11/24/1969,6,1969,1501,Burger,39,10/14/1969,,251,,28,7,2,,,1,52,,52,,0,,,1,1,5,0,0,0,0,20220,2,1,0,1,,1,139,,,99,1,6,2
1969-006,1969-006-01,1969-006-01-01,1969-006-01-01-01,12/8/1969,1,1969,1501,Burger,45,11/10/1969,,120,,172,,1,,,0,131,,24,,1,12,3,1,1,3,0,1,0,0,80180,8,2,0,4,,6,600,35 U.S.C. § 103,81,78,1,7,0
1969-007,1969-007-01,1969-007-01-01,1969-007-01-01-01,12/8/1969,1,1969,1501,Burger,35,10/14/1969,,126,,27,,1,,,0,50,,29,,0,12,3,1,1,2,0,0,0,0,30060,3,1,0,4,,6,600,18 U.S.C. § 1001,91,99,1,6,2
1969-008,1969-008-01,1969-008-01-01,1969-008-01-01-01,12/8/1969,1,1969,1501,Burger,17,10/14/1969,,27,,240,,2,,,0,122,,122,,0,,,2,1,3,0,1,0,0,10090,1,1,0,1,,2,210,,91,99,1,6,2
1969-009,1969-009-01,1969-009-01-01,1969-009-01-01-01,12/8/1969,1,1969,1501,Burger,189,10/15/1969,,100,,27,,1,,,0,96,,22,,0,11,2,1,1,2,0,0,0,0,10090,1,1,0,1,,2,210,,95,99,1,6,2
1969-010,1969-010-01,1969-010-01-01,1969-010-01-01-01,12/8/1969,6,1969,1501,Burger,40,11/12/1969,,126,,28,6,1,,,0,50,,29,,0,11,2,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,8,0
1969-011,1969-011-01,1969-011-01-01,1969-011-01-01-01,12/8/1969,6,1969,1501,Burger,86,11/20/1969,,100,,28,37,1,,,0,302,37,300,37,0,12,2,1,1,5,0,1,0,0,10010,1,2,0,7,,5,504,,,99,1,7,1
1969-012,1969-012-01,1969-012-01-01,1969-012-01-01-01,12/8/1969,2,1969,1501,Burger,524,,,117,,28,37,1,,,0,302,37,300,37,1,12,,1,1,3,0,1,0,0,30190,3,2,0,2,,2,200,,,78,1,6,2
1969-013,1969-013-01,1969-013-01-01,1969-013-01-01-01,12/9/1969,1,1969,1501,Burger,19,10/16/1969,,113,,28,12,1,117,12,0,57,,25,,0,12,3,1,1,2,0,0,0,0,100030,10,1,0,4,,6,600,12 U.S.C. § 36,99,99,1,6,2
1969-014,1969-014-01,1969-014-01-01,1969-014-01-01-01,12/9/1969,1,1969,1501,Burger,29,10/20/1969,,231,,249,,1,83,,0,103,,26,,0,12,2,2,1,2,0,0,0,0,70190,7,2,0,4,,3,363,,78,78,1,6,2
1969-015,1969-015-01,1969-015-01-01,1969-015-01-01-01,12/9/1969,1,1969,1501,Burger,101,11/20/1969,,3,17,366,,2,66,,1,66,,66,,0,,9,1,1,3,0,1,0,0,90120,9,2,0,5,,3,343,,81,99,1,8,0
1969-016,1969-016-01,1969-016-01-01,1969-016-01-01-01,12/9/1969,1,1969,1501,Burger,25,10/16/1969,,152,,152,,1,4,,0,55,,32,,0,10,2,2,1,2,0,0,0,0,80350,8,2,0,5,4,6,600,7 U.S.C. § 601,91,81,1,4,2
1969-017,1969-017-01,1969-017-01-01,1969-017-01-01-01,12/9/1969,1,1969,1501,Burger,9,3/25/1969,10/20/1969,151,,145,,1,71,,0,79,,24,,1,2,3,2,1,3,0,1,0,0,80050,8,1,0,4,,3,349,,95,99,1,5,3
1969-018,1969-018-01,1969-018-01-01,1969-018-01-01-01,12/13/1969,2,1969,1501,Burger,944,,,222,,21,22,7,62,,0,75,,25,,0,,3,2,1,8,0,1,0,0,20050,2,2,0,3,5,,,,,99,1,8,0
1969-019,1969-019-01,1969-019-01-01,1969-019-01-01-01,12/15/1969,1,1969,1501,Burger,33,10/13/1969,,195,,109,,1,,,0,302,55,300,55,0,12,2,1,1,3,0,1,0,0,20040,2,2,0,4,,3,342,,81,78,1,5,3
1969-020,1969-020-01,1969-020-01-01,1969-020-01-01-01,12/15/1969,1,1969,1501,Burger,32,10/22/1969,,382,,151,,1,82,,0,25,,25,,0,11,10,2,1,3,0,1,0,0,90120,9,1,0,5,,3,356,,98,78,1,5,0
1969-021,1969-021-01,1969-021-01-01,1969-021-01-01-01,12/15/1969,2,1969,1501,Burger,603,,,222,,21,42,1,117,42,0,107,,30,,0,12,8,1,1,5,0,1,0,0,20050,2,2,0,3,,,,,,99,1,8,0
1969-022,1969-022-01,1969-022-01-01,1969-022-01-01-01,1/13/1970,1,1969,1501,Burger,55,11/12/1969,,126,,28,6,1,,,0,50,,29,,0,12,3,1,1,5,0,1,0,0,20370,2,2,0,3,,,,,92,99,1,7,1
1969-023,1969-023-01,1969-023-01-01,1969-023-01-01-01,1/14/1970,2,1969,1501,Burger,944,,,222,,21,22,1,117,22,0,75,,25,,0,12,3,1,1,4,0,1,0,0,20050,2,2,0,3,,,,,,78,1,6,2
1969-024,1969-024-01,1969-024-01-01,1969-024-01-01-01,1/19/1970,1,1969,1501,Burger,71,11/20/1969,,142,,27,,1,107,,0,83,,28,,0,12,2,1,1,3,0,1,0,0,20230,2,2,0,4,,3,366,,81,99,1,8,0
1969-025,1969-025-01,1969-025-01-01,1969-025-01-01-01,1/19/1970,1,1969,1501,Burger,30,10/21/1969,,222,,5,1,2,117,1,1,42,,42,,0,,,1,1,2,0,0,0,0,20040,2,1,0,2,3,2,231,,94,99,1,7,1
1969-026,1969-026-01,1969-026-01-01,1969-026-01-01-01,1/19/1970,1,1969,1501,Burger,23,10/20/1969,,224,,21,13,2,117,13,1,61,,61,,0,,,1,3,5,0,1,0,0,20040,2,2,0,2,3,2,231,,94,99,1,8,0
1969-027,1969-027-01,1969-027-01-01,1969-027-01-01-01,1/19/1970,2,1969,1501,Burger,414,,,130,,130,,2,,,0,302,25,300,25,0,,2,1,1,9,0,0,0,0,90160,9,1,0,3,,,,,,99,1,8,0
1969-028,1969-028-01,1969-028-01-01,1969-028-01-01-01,1/19/1970,2,1969,1501,Burger,663,,,126,,28,35,2,,,0,302,35,300,35,0,,2,1,1,9,0,0,0,0,10320,1,1,0,3,,,,,,99,1,8,0
1969-029,1969-029-01,1969-029-01-01,1969-029-01-01-01,1/19/1970,2,1969,1501,Burger,496,,,218,,28,6,2,,,0,302,6,301,6,0,,2,1,1,9,0,0,0,0,30150,3,1,0,3,,,,,,99,1,7,0
1969-030,1969-030-01,1969-030-01-01,1969-030-01-01-01,1/20/1970,1,1969,1501,Burger,64,11/13/1969,,237,,185,,1,,,0,66,,27,,0,11,6,1,1,5,0,1,0,0,60010,6,2,0,4,,3,365,,91,99,1,7,1
1969-031,1969-031-01,1969-031-01-01,1969-031-01-01-01,1/20/1970,1,1969,1501,Burger,190,10/15/1969,,100,,27,,1,,,0,92,,23,,0,11,2,2,2,6,0,0,0,0,40010,4,1,1,1,,6,600,21 U.S.C. § 174,95,99,1,6,2
1969-032,1969-032-01,1969-032-01-01,1969-032-01-01-01,1/26/1970,1,1969,1501,Burger,60,11/12/1969,,222,,166,,1,,,0,302,13,300,13,0,10,2,1,1,2,0,0,0,0,20040,2,1,0,2,,2,231,,78,99,1,5,2
1969-033,1969-033-01,1969-033-01-01,1969-033-01-01-01,1/26/1970,1,1969,1501,Burger,65,11/19/1969,,142,,407,,1,107,,0,53,,22,,1,12,2,1,1,4,0,1,0,0,20230,2,2,0,4,,3,366,,78,99,1,8,0
1969-034,1969-034-01,1969-034-01-01,1969-034-01-01-01,1/26/1970,1,1969,1501,Burger,66,11/17/1969,,166,,16,37,2,,,1,96,,96,,0,,,1,1,9,0,0,0,0,90380,9,1,0,4,,6,600,28 U.S.C. § 1253,98,99,1,6,2
1969-035,1969-035-01,1969-035-01-01,1969-035-01-01-01,1/26/1970,2,1969,1501,Burger,743,,,28,32,126,,1,,,0,89,,28,,0,12,3,2,1,5,1,1,0,1,10010,1,1,0,3,,,,,,99,1,7,1
1969-036,1969-036-01,1969-036-01-01,1969-036-01-01-01,1/26/1970,2,1969,1501,Burger,805,,,28,8,212,,2,117,8,1,53,,53,,0,,2,2,1,9,0,0,0,0,90110,9,1,0,4,,4,403,,,99,1,6,2
1969-037,1969-037-01,1969-037-01-01,1969-037-01-01-01,2/2/1970,1,1969,1501,Burger,28,10/21/1969,,27,,366,,2,66,,1,55,,55,,0,,2,1,1,2,0,0,0,0,80020,8,1,0,5,4,3,343,,99,99,1,7,0
1969-038,1969-038-01,1969-038-01-01,1969-038-01-01-01,2/2/1970,1,1969,1501,Burger,42,11/10/1969,,237,,185,,1,,,0,96,,22,,1,2,3,1,1,3,0,1,0,0,10580,1,2,0,1,,2,218,,95,78,1,5,3
1969-039,1969-039-01,1969-039-01-01,1969-039-01-01-01,2/24/1970,1,1969,1501,Burger,87,11/20/1969,,27,,100,,1,40,,0,81,,26,,0,11,3,2,1,4,0,1,0,0,10090,1,1,0,1,3,2,210,,94,99,1,7,0
1969-040,1969-040-01,1969-040-01-01,1969-040-01-01-01,2/24/1970,1,1969,1501,Burger,88,1/14/1970,,27,,195,,1,,,0,74,,26,,0,3,4,1,1,5,0,1,0,0,10580,1,1,0,4,,4,400,,94,99,1,6,2
1969-041,1969-041-01,1969-041-01-01,1969-041-01-01-01,2/24/1970,1,1969,1501,Burger,234,1/13/1970,,249,,247,,1,,,0,97,,22,,0,12,3,1,1,2,0,0,0,0,70060,7,1,0,4,,,,,95,78,1,7,0
1969-042,1969-042-01,1969-042-01-01,1969-042-01-01-01,2/24/1970,6,1969,1501,Burger,731,1/19/1970,,224,,2,50,1,117,50,0,117,,26,,0,11,2,1,1,9,0,0,0,0,30150,3,1,0,3,,5,508,,,99,1,6,2
1969-043,1969-043-01,1969-043-01-01,1969-043-01-01-01,2/24/1970,2,1969,1501,Burger,70,,,142,,407,,1,107,,0,83,,28,,0,12,2,1,1,5,0,1,0,0,20230,2,2,0,4,,3,366,,,99,1,8,0
1969-044,1969-044-01,1969-044-01-01,1969-044-01-01-01,2/24/1970,2,1969,1501,Burger,1022,,,27,,100,,2,,,0,132,,132,,0,,,2,1,9,0,1,0,0,90110,9,1,0,4,,4,403,,,99,1,7,0
1969-045,1969-045-01,1969-045-01-01,1969-045-01-01-01,2/25/1970,1,1969,1501,Burger,37,11/10/1969,,251,,26,30,2,,,0,302,30,300,30,0,,2,1,3,4,1,1,0,0,90480,9,2,0,2,,2,231,,78,78,1,5,3
1969-046,1969-046-01,1969-046-01-01,1969-046-01-01-01,2/25/1970,1,1969,1501,Burger,108,1/15/1970,,115,,27,,1,,,0,94,,22,,0,11,4,1,1,3,0,1,0,0,10050,1,2,0,4,,6,600,26 U.S.C. § 7342,81,81,1,5,3
1969-047,1969-047-01,1969-047-01-01,1969-047-01-01-01,2/25/1970,1,1969,1501,Burger,185,1/13/1970,,28,2,157,,2,117,2,1,44,,44,,0,,,2,1,5,0,1,0,0,90090,9,1,0,7,,5,500,,81,99,1,8,0
1969-048,1969-048-01,1969-048-01-01,1969-048-01-01-01,1/25/1970,6,1969,1501,Burger,33 ORIG,1/19/1970,,28,5,28,50,9,,,0,,,,,0,,,3,1,,0,0,0,0,110010,11,3,0,3,,,,,,99,1,8,0
1969-049,1969-049-01,1969-049-01-01,1969-049-01-01-01,2/25/1970,4,1969,1501,Burger,33 ORIG,,,28,5,28,50,9,,,0,,,,,0,,,3,1,,0,0,0,0,110010,11,3,0,3,,,,,,99,1,8,0
1969-050,1969-050-01,1969-050-01-01,1969-050-01-01-01,3/2/1970,1,1969,1501,Burger,230,1/15/1970,,151,,382,,1,82,,0,32,,32,,1,11,9,2,1,4,0,1,0,0,70070,7,1,0,5,,3,356,,78,99,1,4,2
1969-051,1969-051-01,1969-051-01-01,1969-051-01-01-01,3/2/1970,1,1969,1501,Burger,441,1/14/1970,,142,,27,,1,,,0,94,,22,,0,12,2,1,1,3,0,1,0,0,20230,2,2,0,4,,3,366,,78,78,1,5,3
1969-052,1969-052-01,1969-052-01-01,1969-052-01-01-01,3/2/1970,1,1969,1501,Burger,301,1/13/1970,,28,4,152,,2,117,4,1,45,,45,,0,,,2,3,2,0,0,0,0,100050,10,2,0,2,,1,111,NA,94,99,1,8,0
1969-053,1969-053-01,1969-053-01-01,1969-053-01-01-01,3/3/1970,1,1969,1501,Burger,85,11/18/1969,,238,,317,,1,17,,0,83,,28,,0,12,2,1,1,4,0,1,0,0,90240,9,1,1,1,,1,139,,81,99,1,6,2
1969-054,1969-054-01,1969-054-01-01,1969-054-01-01-01,3/3/1970,1,1969,1501,Burger,249,11/19/1969,,152,,304,,1,4,,0,41,,25,,1,12,2,1,1,5,0,1,0,0,90240,9,1,1,1,,1,139,,81,99,1,6,2
1969-055,1969-055-01,1969-055-01-01,1969-055-01-01-01,3/3/1970,1,1969,1501,Burger,63,11/17/1969,,27,,157,,1,,,0,75,,25,,0,2,2,1,1,4,0,1,0,0,120010,12,2,0,7,,,,,91,99,1,8,0
1969-056,1969-056-01,1969-056-01-01,1969-056-01-01-01,3/9/1970,1,1969,1501,Burger,231,1/13/1970,,249,,159,,1,,,0,302,12,301,12,0,12,2,1,1,3,0,1,0,0,100020,10,2,0,4,,3,356,,92,99,1,8,0
1969-057,1969-057-01,1969-057-01-01,1969-057-01-01-01,3/9/1970,1,1969,1501,Burger,395,1/14/1970,,27,,176,,1,,,0,61,,25,,0,2,2,1,1,4,0,1,0,0,80060,8,2,0,4,,3,374,,92,78,1,4,3
1969-058,1969-058-01,1969-058-01-01,1969-058-01-01-01,3/9/1970,6,1969,1501,Burger,74,1/12/1970,,249,,195,,1,,,0,302,1,300,1,0,12,2,1,1,9,0,0,0,0,100020,10,1,0,3,,5,508,,,99,1,6,2
1969-059,1969-059-01,1969-059-01-01,1969-059-01-01-01,3/9/1970,2,1969,1501,Burger,1136,,,222,,21,50,2,117,50,0,118,,26,,0,12,9,1,1,2,0,1,0,0,20050,2,2,0,3,,,,,,99,1,7,0
1969-060,1969-060-01,1969-060-01-01,1969-060-01-01-01,3/16/1970,2,1969,1501,Burger,679,,,28,26,9,26,2,117,26,1,80,,80,,0,,2,2,1,5,0,1,0,0,30090,3,2,0,3,,,,,,99,1,7,0
1969-061,1969-061-01,1969-061-01-01,1969-061-01-01-01,3/23/1970,1,1969,1501,Burger,403,2/25/1970,,27,,100,,1,,,0,129,,29,,0,12,3,2,1,3,0,1,0,0,10050,1,1,0,1,,2,205,,81,99,1,8,0
1969-062,1969-062-01,1969-062-01-01,1969-062-01-01-01,3/23/1970,1,1969,1501,Burger,62,10/13/1969,,3,37,212,,2,117,37,0,96,,96,,0,,,2,1,2,0,0,0,0,20180,2,2,0,2,,2,230,,92,81,1,5,3
1969-063,1969-063-01,1969-063-01-01,1969-063-01-01-01,3/23/1970,1,1969,1501,Burger,14,10/13/1969,,212,,28,6,2,117,6,1,50,,50,,0,,,1,1,3,0,1,0,0,20180,2,2,0,2,,2,230,,92,81,1,5,3
1969-064,1969-064-01,1969-064-01-01,1969-064-01-01-01,3/23/1970,1,1969,1501,Burger,104,1/12/1970,,27,,240,,1,69,,0,81,,26,,0,2,2,1,1,3,0,1,0,0,120030,12,2,0,4,,3,345,,98,99,1,5,3
